42660,Arab World,"Arab, Arabian",Asia,Western Asia,Bahrain,United Arab Emirates,"Arab, Bahraini Sunni",1,No,"120,000",Yes,abv,Baharna Arabic - (abv),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,High,Level 1: Exercise normal precautions,A001,C0013,118859,"Arab, Bahraini, Sunni",BHR,BA,AE,26.136371,50.60272,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11297,Arab World,"Arab, Arabian",Asia,Western Asia,Bahrain,,"Arab, Bahraini, Shia",2,Yes,"651,000",No,abv,Baharna Arabic - (abv),Islam - Shia,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,High,Level 1: Exercise normal precautions,A001,C0013,100772,"Arab, Bahraini, Shia",BHR,BA,,26.118077,50.572334,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
16194,Arab World,"Arab, Arabian",Americas,Caribbean,Barbados,Without Homeland,Arab,1,No,150,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,BRB,BB,,13.127212,-59.627675,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
16532,Arab World,"Arab, Arabian",Americas,South America,Brazil,Without Homeland,Arab,2,Yes,"471,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A001,C0013,100425,Arab,BRA,BR,,-23.610646,-46.719511,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
14463,Arab World,"Arab, Arabian",Africa,Eastern Africa,Burundi,Without Homeland,Arab,1,No,"3,600",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Extreme,Not Free,Low,Moderate,Level 3: Reconsider travel,A001,C0013,100425,Arab,BDI,BY,,-3.38752,29.377888,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
47413,Arab World,"Arab, Arabian",Americas,Northern America,Canada,United Arab Emirates,"Arab, Gulf",1,Yes,"56,500",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Little,Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",CAN,CA,AE,43.684403,-79.353124,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
15270,Arab World,"Arab, Arabian",Africa,Eastern Africa,Comoros,Without Homeland,Arab,1,Yes,900,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Partly Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,COM,CN,,-11.76925,43.259717,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
14477,Arab World,"Arab, Arabian",Africa,Middle Africa,Congo (Kinshasa),Without Homeland,Arab,1,No,"28,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider travel,A001,C0013,100425,Arab,COD,CG,,-4.369865,15.311802,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
78,Arab World,"Arab, Arabian",Europe,Northern Europe,Denmark,Without Homeland,Arab,1,No,"64,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Moderate,Moderate,Level 2: Exercise increased caution,A001,C0013,100425,Arab,DNK,DA,,55.684471,12.543893,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42682,Arab World,"Arab, Arabian",Africa,Eastern Africa,Djibouti,Oman,"Arab, Omani",1,No,"75,500",Yes,ayn,Sanaani Arabic - (ayn),Islam - Sunni,,,,Yes,No,No,Yes,No,Yes,No,3,Strenuous,Not Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",DJI,DJ,MU,11.578284,43.146695,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
16310,Arab World,"Arab, Arabian",Americas,Caribbean,Dominica,Without Homeland,"Arab, Syro-Lebanese",1,No,50,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Low,Level 3: Reconsider travel,A001,C0013,100425,Arab,DMA,DO,,15.307,-61.387,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
17480,Arab World,"Arab, Arabian",Americas,South America,Ecuador,Without Homeland,"Arab, Syro-Lebanese",1,No,"2,700",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,ECU,EC,,-2.203411,-79.921002,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11545,Arab World,"Arab, Arabian",Africa,Eastern Africa,Ethiopia,Without Homeland,Arab,1,No,"12,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Extreme,Not Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,ETH,ET,,9.0081,38.7093,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
13266,Arab World,"Arab, Arabian",Africa,Western Africa,Ghana,Without Homeland,Arab,1,No,"3,200",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,GHA,GH,,5.599462,-0.232694,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
47072,Arab World,"Arab, Arabian",Europe,Southern Europe,Greece,Without Homeland,Arab,2,Yes,"39,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Free,High,High,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,GRC,GR,,38.00544,23.738088,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
41734,Arab World,"Arab, Arabian",Asia,Southern Asia,India,Without Homeland,Arab,1,No,"24,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,IND,IN,,12.911715,75.075587,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
24127,Arab World,"Arab, Arabian",Asia,Southern Asia,Iran,,Arab,1,Yes,"1,355,000",,acm,Mesopotamian Arabic - (acm),Islam - Shia,,,,Yes,Yes,No,Yes,Yes,Yes,No,5,Medium,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,104053,"Arab, Iranian",IRN,IR,,31.311514,48.638705,Central Asian Peoples,,1,Engaged yet Unreached
11691,Arab World,"Arab, Arabian",Asia,Southern Asia,Iran,United Arab Emirates,"Arab, Gulf",1,Yes,"915,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Medium,Not Free,Very High,High,Level 4: Do not travel,A001,C0013,100427,"Arab, Gulf",IRN,IR,AE,26.78318,54.77776,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
16383,Arab World,"Arab, Arabian",Americas,Caribbean,Jamaica,Without Homeland,Arab,1,No,"1,800",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Low,Level 2: Exercise increased caution,A001,C0013,100425,Arab,JAM,JM,,18.016473,-76.804901,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42751,Arab World,"Arab, Arabian",Asia,Western Asia,Jordan,Saudi Arabia,"Arab, Saudi",1,No,"32,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Medium,Partly Free,High,High,Level 2: Exercise increased caution,A001,C0013,108748,"Arab, Saudi - Hijazi",JOR,JO,SA,31.9537,35.9433,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
14761,Arab World,"Arab, Arabian",Africa,Eastern Africa,Kenya,Without Homeland,Arab,1,Yes,"52,500",Yes,swh,Swahili - (swh),Islam - Sunni,,,,Yes,Yes,Yes,Yes,Yes,No,No,5,Strenuous,Partly Free,High,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,KEN,KE,,-2.102354,41.063912,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11792,Arab World,"Arab, Arabian",Asia,Western Asia,Kuwait,,"Arab, Gulf",1,Yes,"1,225,000",No,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",KWT,KU,,29.307877,47.889021,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
42756,Arab World,"Arab, Arabian",Asia,Western Asia,Kuwait,Oman,"Arab, Omani",1,No,"21,500",Yes,acx,Omani Arabic - (acx),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",KWT,KU,MU,29.3809,47.9871,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
48623,Arab World,"Arab, Arabian",Asia,Western Asia,Kuwait,,"Arabs, Kuwaiti Shia",1,Yes,"461,000",,afb,Gulf Arabic - (afb),Islam - Shia,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,113915,"Arab, Kuwaiti",KWT,KU,,29.266246,48.054637,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
18465,Arab World,"Arab, Arabian",Asia,South-Eastern Asia,Malaysia,Without Homeland,Arab,1,No,"16,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,MYS,MY,,3.15968,101.735264,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42248,Arab World,"Arab, Arabian",Asia,Southern Asia,Maldives,Without Homeland,Arab,1,No,700,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Very High,Moderate,Level 2: Exercise increased caution,A001,C0013,100425,Arab,MDV,MV,,4.176394,73.505165,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
374,Arab World,"Arab, Arabian",Europe,Southern Europe,Malta,Without Homeland,Arab,1,No,"9,200",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,MLT,MT,,35.873651,14.512245,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11871,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Bahrain,"Arab, Bahraini",1,No,"19,000",Yes,abv,Baharna Arabic - (abv),Islam - Shia,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100772,"Arab, Bahraini, Shia",OMN,MU,BA,24.34,56.74,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11872,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,"Arab, Dhofari",1,Yes,"131,000",,adf,Dhofari Arabic - (adf),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,102582,"Dhofari, Zofari",OMN,MU,,17.0543,54.4618,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11885,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,"Arab, Omani",1,Yes,"1,045,000",No,acx,Omani Arabic - (acx),Islam - Folk Islam,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",OMN,MU,,23.602457,58.544391,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11873,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,"Arabic, Shihhi Spoken",1,No,"18,000",No,ssh,Shihhi Arabic - (ssh),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108942,Shihuh,OMN,MU,,25.90542,56.21943,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11874,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,Batahira,0,No,200,,bhm,Bathari - (bhm),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,101122,Batahira,OMN,MU,,17.940019,54.805092,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11878,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,Harsusi,0,No,600,,hss,Harsusi - (hss),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,103714,Harasi,OMN,MU,,19.6511,56.15619,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11879,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Yemen,Hobyot,0,No,200,Yes,hoh,Hobyót - (hoh),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,103851,Hobyot,OMN,MU,YM,17.420062,52.962565,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11880,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Saudi Arabia,Jibbali,0,No,"45,500",Yes,shv,Shehri - (shv),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108895,Jibbali,OMN,MU,SA,17.29154,53.99526,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
11883,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Yemen,Mahra,1,Yes,"97,500",Yes,gdq,Mehri - (gdq),Islam - Folk Islam,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,106046,Mahra,OMN,MU,YM,18.17429,55.24469,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11890,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,United Arab Emirates,Omani Bedouin,1,No,"816,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",OMN,MU,AE,23.6683,58.1943,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
6321,Arab World,"Arab, Arabian",Asia,Southern Asia,Pakistan,Without Homeland,Arab,1,No,"228,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Partly Free,High,Very High,Level 3: Reconsider travel,A001,C0013,100425,Arab,PAK,PK,,24.909655,67.06246,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11905,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,Kuwait,"Arab, Qatari",1,No,"398,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",QAT,QA,KU,25.312348,51.403912,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11906,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,Saudi Arabia,"Arab, Saudi",1,No,"57,500",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",QAT,QA,SA,25.252903,51.428416,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42791,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,,Arabized African,1,No,"49,500",,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100433,Arabized Black,QAT,QA,,25.303898,51.476344,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached
11931,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Oman,"Arab, Omani",1,No,"144,000",Yes,acx,Omani Arabic - (acx),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,100431,"Arab, Omani",SAU,SA,MU,24.6546,46.7933,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
46680,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Kuwait,"Arab, Saudi",1,Yes,"619,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,100427,"Arab, Gulf",SAU,SA,KU,18.232,42.4841,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11922,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,,"Arab, Saudi Shia",1,Yes,"2,830,000",,afb,Gulf Arabic - (afb),Islam - Shia,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,116092,"Arab, Gulf Shia",SAU,SA,,26.3966,50.0409,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
11933,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,,Hijazi Saudi Arabs,1,Yes,"11,720,000",No,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,108748,"Arab, Saudi - Hijazi",SAU,SA,,21.419902,39.799692,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
42798,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Yemen,Mahra,1,No,"43,000",Yes,gdq,Mehri - (gdq),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,106046,Mahra,SAU,SA,YM,17.488214,47.108335,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42800,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,,Shahara,0,No,"45,500",No,shv,Shehri - (shv),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,108895,Jibbali,SAU,SA,,24.601318,46.687965,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
15486,Arab World,"Arab, Arabian",Africa,Southern Africa,South Africa,Lebanon,Arab,2,Yes,"15,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,ZAF,SF,LE,-26.14202,27.966954,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
42696,Arab World,"Arab, Arabian",Africa,Northern Africa,Sudan,,Hamer-Banna,1,Yes,"550,000",,apd,Sudanese Arabic - (apd),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0013,115330,Hamar,SDN,SU,,15.465707,36.394913,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
580,Arab World,"Arab, Arabian",Europe,Western Europe,Switzerland,Without Homeland,Arab,1,No,"72,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,CHE,SZ,,47.454513,8.562528,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
14900,Arab World,"Arab, Arabian",Africa,Eastern Africa,Tanzania,Without Homeland,Arab,1,Yes,"449,000",No,swh,Swahili - (swh),Islam - Sunni,,,,Yes,Yes,Yes,Yes,Yes,No,No,5,Strenuous,Partly Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,TZA,TZ,,-6.17948,39.218267,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
12238,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,,"Arab, Emirati",1,Yes,"1,375,000",No,afb,Gulf Arabic - (afb),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",ARE,AE,,25.363461,55.427464,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
12245,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,"Arab, Omani",1,No,"339,000",Yes,acx,Omani Arabic - (acx),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",ARE,AE,MU,24.179657,55.673898,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42888,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Saudi Arabia,"Arab, Saudi",1,No,"154,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",ARE,AE,SA,25.219,55.387,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
12251,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,Shihuh,1,No,"20,500",Yes,ssh,Shihhi Arabic - (ssh),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108942,Shihuh,ARE,AE,MU,25.97262,56.12282,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
662,Arab World,"Arab, Arabian",Europe,Northern Europe,United Kingdom,Without Homeland,"Arab, Middle Eastern",3,Yes,"512,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,GBR,UK,,51.443695,0.105089,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
47300,Arab World,"Arab, Arabian",Americas,Northern America,United States,United Arab Emirates,"Arab, Gulf",1,No,"45,500",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Little,Free,Moderate,Moderate,Caution,A001,C0013,100427,"Arab, Gulf",USA,US,AE,34.09245,-118.316142,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
43615,Arab World,"Arab, Arabian",Americas,Northern America,United States,Saudi Arabia,"Arab, Saudi",1,No,"28,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Little,Free,Moderate,Moderate,Caution,A001,C0013,108748,"Arab, Saudi - Hijazi",USA,US,SA,42.254988,-83.191774,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
47194,Arab World,"Arab, Arabian",Americas,Northern America,United States,Eritrea,Eritrean,1,Yes,"42,000",Yes,tig,Tigre - (tig),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Little,Free,Moderate,Moderate,Caution,A001,C0013,117091,Eritrean,USA,US,ER,33.780701,-117.921762,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached
12271,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,United Arab Emirates,"Arab, Gulf",1,No,"12,500",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Extreme,Not Free,Very High,Very High,Level 4: Do not travel,A001,C0013,100427,"Arab, Gulf",YEM,YM,AE,17.83421,49.72883,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
