11905,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,Kuwait,"Arab, Qatari",1,afb,Gulf Arabic - (afb),Islam - Sunni,,,," 398,000 ", Yes ,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",QAT,QA,KU,25.312348,51.403912,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11931,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Oman,"Arab, Omani",1,acx,Omani Arabic - (acx),Islam - Sunni,,,," 144,000 ", Yes ,Yes,No,No,No,No,No,No,1,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,100431,"Arab, Omani",SAU,SA,MU,24.6546,46.7933,Yes,3/1/14,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
12245,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,"Arab, Omani",1,acx,Omani Arabic - (acx),Islam - Sunni,Yes,1,Agro-Pastoralists," 339,000 ", Yes ,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",ARE,AE,MU,24.179657,55.673898,Yes,1/1/12,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42888,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Saudi Arabia,"Arab, Saudi",1,acw,Hijazi Arabic - (acw),Islam - Sunni,,,," 154,000 ", Yes ,Yes,No,No,Yes,No,No,No,2,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",ARE,AE,SA,25.219,55.387,Yes,4/1/05,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
13560,Arab World,"Arab, Hassaniya",Africa,Western Africa,Mali,Mauritania,Moor,1,mey,Hassaniyya - (mey),Islam - Folk Islam,Yes,1,Agro-Pastoralists," 143,000 ", Yes ,Yes,Yes,Yes,Yes,No,Yes,No,5,Extreme,Partly Free,Low,Low,Level 4: Do not travel,A001,C0014,106417,Moor,MLI,ML,MR,15.381,-11.475,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42784,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,Mauritania,White Moor,1,mey,Hassaniyya - (mey),Islam - Sunni,Yes,1,Agro-Pastoralists," 3,055,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Strenuous,Partly Free,High,Low,Level 1: Exercise normal precautions,A001,C0014,106417,Moor,MAR,MO,MR,29.6994,-9.7372,Yes,8/1/22,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
13605,Arab World,"Arab, Hassaniya",Africa,Western Africa,Niger,Mauritania,Moor,1,mey,Hassaniyya - (mey),Islam - Folk Islam,Yes,1,Agro-Pastoralists," 412,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Extreme,Partly Free,Moderate,Low,Level 3: Reconsider travel,A001,C0014,106417,Moor,NER,NG,MR,15.9022,5.8029,No,8/1/22,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11511,Arab World,"Arab, Levant",Africa,Northern Africa,Egypt,Turkey,"Arab, Levantine",1,arb,Standard Arabic - (arb),Islam - Sunni,,,," 201,000 ", Yes ,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",EGY,EG,TU,29.9964,31.2621,Yes,11/1/18,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11686,Arab World,"Arab, Levant",Asia,Western Asia,Gaza Strip,West Bank,"Arab, Palestinian",2,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,," 2,015,000 ", Yes ,Yes,Yes,Yes,Yes,No,Yes,No,5,Low,Not Free,Moderate,Very High,Caution,A001,C0015,107785,"Arab, Palestinian",XGZ,GZ,WE,31.347424,34.305955,Yes,3/1/12,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42436,Arab World,"Arab, Levant",Europe,Western Europe,Germany,Iraq,Iraqi,1,acm,Mesopotamian Arabic - (acm),Islam - Sunni,,,," 178,000 ", Yes ,Yes,Yes,No,Yes,Yes,Yes,No,5,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",DEU,GM,IZ,52.539593,13.368876,Yes,8/1/19,"Population Increased to 100,00",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11694,Arab World,"Arab, Levant",Asia,Western Asia,Iraq,Syria,"Arab, Syrian",1,arb,Standard Arabic - (arb),Islam - Sunni,,,," 268,000 ", Yes ,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Not Free,High,Very High,Level 4: Do not travel,A001,C0015,109662,"Arab, Syrian",IRQ,IZ,SY,36.8559,42.8475,No,5/1/14,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42754,Arab World,"Arab, Levant",Asia,Western Asia,Kuwait,Jordan,"Arab, Jordanian",1,arb,Standard Arabic - (arb),Islam - Sunni,Yes,1,Agro-Pastoralists," 408,000 ", Yes ,Yes,Yes,No,Yes,Yes,No,No,4,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0015,104301,"Arab, Jordanian",KWT,KU,JO,29.28246,47.98267,No,8/1/22,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42755,Arab World,"Arab, Levant",Asia,Western Asia,Kuwait,Lebanon,"Arab, Lebanese",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 141,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0015,105688,"Arab, Lebanese",KWT,KU,LE,29.3278,47.9114,Yes,6/1/11,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11818,Arab World,"Arab, Levant",Asia,Western Asia,Lebanon,,"Arab, Lebanese Christian",2,apc,North Levantine Arabic - (apc),Christianity - Roman Catholic,,,," 1,410,000 ",,Yes,No,Yes,Yes,No,Yes,No,4,Medium,Partly Free,Moderate,High,Level 3: Reconsider travel,A001,C0015,116091,"Arab, Lebanese Christian",LBN,LE,,33.886438,35.51498,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
22026,Arab World,"Arab, Levant",Asia,Western Asia,Lebanon,,"Arab, Lebanese Shiite",2,apc,North Levantine Arabic - (apc),Islam - Shia,,,," 1,270,000 ", No ,Yes,No,Yes,Yes,No,Yes,No,4,Medium,Partly Free,Moderate,High,Level 3: Reconsider travel,A001,C0015,105688,"Arab, Lebanese",LBN,LE,,34.023394,36.205065,Yes,10/1/17,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
22028,Arab World,"Arab, Levant",Asia,Western Asia,Lebanon,,"Arab, Lebanese Sunni",2,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 1,390,000 ",,Yes,No,Yes,Yes,No,Yes,No,4,Medium,Partly Free,Moderate,High,Level 3: Reconsider travel,A001,C0015,116090,"Arab, Lebanese Sunni",LBN,LE,,34.431,35.842,Yes,10/1/17,No Longer Engaged,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42792,Arab World,"Arab, Levant",Asia,Western Asia,Qatar,Lebanon,"Arab, Lebanese",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 298,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0015,105688,"Arab, Lebanese",QAT,QA,LE,25.261722,51.512386,Yes,1/1/14,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42793,Arab World,"Arab, Levant",Asia,Western Asia,Qatar,West Bank,"Arab, Palestinian",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 384,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0015,107785,"Arab, Palestinian",QAT,QA,WE,25.321536,51.486313,Yes,6/1/11,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42794,Arab World,"Arab, Levant",Asia,Western Asia,Qatar,Syria,"Arab, Syrian",1,arb,Standard Arabic - (arb),Islam - Sunni,,,," 270,000 ", Yes ,Yes,Yes,No,Yes,Yes,No,No,4,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0015,109662,"Arab, Syrian",QAT,QA,SY,25.328853,51.513763,Yes,1/1/14,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42796,Arab World,"Arab, Levant",Asia,Western Asia,Saudi Arabia,Jordan,"Arab, Jordanian",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 239,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,104301,"Arab, Jordanian",SAU,SA,JO,21.462559,39.19737,Yes,1/1/08,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42797,Arab World,"Arab, Levant",Asia,Western Asia,Saudi Arabia,Lebanon,"Arab, Lebanese",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 153,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",SAU,SA,LE,21.49171,39.262869,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42799,Arab World,"Arab, Levant",Asia,Western Asia,Saudi Arabia,West Bank,"Arab, Palestinian",1,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,," 450,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",SAU,SA,WE,24.47941,39.607041,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42801,Arab World,"Arab, Levant",Asia,Western Asia,Saudi Arabia,Syria,"Arab, Syrian",1,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,," 850,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,109662,"Arab, Syrian",SAU,SA,SY,24.786119,46.787349,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42850,Arab World,"Arab, Levant",Africa,Northern Africa,Sudan,Syria,"Arab, Syrian",1,arb,Standard Arabic - (arb),Islam - Sunni,,,," 121,000 ", Yes ,Yes,Yes,Yes,Yes,Yes,No,No,5,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0015,109662,"Arab, Syrian",SDN,SU,SY,15.4722,32.5004,Yes,11/1/15,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42804,Arab World,"Arab, Levant",Africa,Northern Africa,Sudan,,Awlad Hassan,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 160,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0015,100653,Awlad Hassan,SDN,SU,,15.542924,23.952739,Yes,10/1/18,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
50210,Arab World,"Arab, Levant",Europe,Northern Europe,Sweden,,"Arab, Iraqi",1,acm,Mesopotamian Arabic - (acm),Islam - Sunni,,,," 149,000 ",,Yes,Yes,No,Yes,Yes,Yes,No,5,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,104056,"Arab, Iraqi",SWE,SW,,59.329444,18.068611,Yes,6/1/21,New People Group,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
573,Arab World,"Arab, Levant",Europe,Northern Europe,Sweden,Turkey,"Arab, Levantine",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 374,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,109667,"Arab, Levantine",SWE,SW,TU,59.325896,18.027515,Yes,11/1/18,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
50211,Arab World,"Arab, Levant",Europe,Northern Europe,Sweden,,"Arab, Syrian",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 192,000 ",,Yes,No,No,Yes,No,Yes,No,3,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,109662,"Arab, Syrian",SWE,SW,,59.329444,18.068611,Yes,6/1/21,New People Group,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
47113,Arab World,"Arab, Levant",Asia,Western Asia,Syria,West Bank,"Arab, Palestinian",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 720,000 ", Yes ,Yes,No,Yes,Yes,No,Yes,No,4,Strenuous,Not Free,Very High,Moderate,Level 4: Do not travel,A001,C0015,107785,"Arab, Palestinian",SYR,SY,WE,33.479501,36.2835,Yes,2/1/10,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
12187,Arab World,"Arab, Levant",Asia,Western Asia,Syria,,Druze,1,apc,North Levantine Arabic - (apc),Other Religions - Druze,,,," 634,000 ", No ,Yes,No,Yes,Yes,No,Yes,No,4,Strenuous,Not Free,Very High,Moderate,Level 4: Do not travel,A001,C0015,102733,Druze,SYR,SY,,32.710795,36.571025,Yes,4/1/09,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
12189,Arab World,"Arab, Levant",Asia,Western Asia,Syria,,Shiites,1,apc,North Levantine Arabic - (apc),Islam - Shia,,,," 1,190,000 ",,Yes,No,Yes,Yes,No,Yes,No,4,Strenuous,Not Free,Very High,Moderate,Level 4: Do not travel,A001,C0015,116937,"Arab, Syrian Shia",SYR,SY,,34.993,37.125,Yes,4/1/09,No Longer Engaged,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
12216,Arab World,"Arab, Levant",Africa,Northern Africa,Tunisia,Turkey,"Arab, Levantine",1,arb,Standard Arabic - (arb),Islam - Sunni,,,," 240,000 ", Yes ,Yes,Yes,Yes,Yes,Yes,No,No,5,Medium,Free,Very High,Low,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",TUN,TS,TU,36.8413,10.1676,No,10/1/15,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
24573,Arab World,"Arab, Levant",Asia,Western Asia,Turkey,,Alawites,1,apc,North Levantine Arabic - (apc),Islam - Shia,Yes,2,Service or Trade," 1,705,000 ", No ,Yes,No,Yes,Yes,No,Yes,No,4,Low,Partly Free,High,High,Level 3: Reconsider travel,A001,C0015,114499,Alawite,TUR,TU,,37.1398,38.7924,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42883,Arab World,"Arab, Levant",Asia,Western Asia,United Arab Emirates,Jordan,"Arab, Jordanian",2,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,," 177,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0015,104301,"Arab, Jordanian",ARE,AE,JO,25.284409,55.33539,Yes,11/1/18,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42886,Arab World,"Arab, Levant",Asia,Western Asia,United Arab Emirates,Syria,"Arab, Syrian",1,apc,North Levantine Arabic - (apc),Islam - Sunni,,,," 278,000 ", Yes ,Yes,No,No,Yes,No,Yes,No,3,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0015,109662,"Arab, Syrian",ARE,AE,SY,25.221861,55.309841,Yes,11/1/19,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11841,Arab World,"Arab, Libyan",Africa,Northern Africa,Libya,,"Arab, Libyan",2,ayl,Libyan Arabic - (ayl),Islam - Sunni,,,," 2,680,000 ", No ,Yes,Yes,No,No,No,Yes,No,3,Medium,Not Free,High,Low,Level 4: Do not travel,A001,C0016,105948,"Arab, Libyan",LBY,LY,,32.867838,13.192789,,NULL,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
48738,Arab World,"Arab, Libyan",Africa,Northern Africa,Tunisia,Libya,Libyan Arabs,1,ayl,Libyan Arabic - (ayl),Islam - Sunni,,,," 304,000 ", Yes ,Yes,Yes,No,No,No,Yes,No,3,Medium,Free,Very High,Low,Level 2: Exercise increased caution,A001,C0016,105948,"Arab, Libyan",TUN,TS,LY,36.7526,10.224,No,1/1/13,New People Group,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42456,Arab World,"Arab, Maghreb",Europe,Western Europe,Germany,Morocco,"Arab, Moroccan",1,ary,Moroccan Arabic - (ary),Islam - Sunni,,,," 126,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0017,106804,"Arab, Moroccan",DEU,GM,MO,52.463174,13.429028,Yes,8/1/19,"Population Increased to 100,00",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11849,Arab World,"Arab, Maghreb",Africa,Northern Africa,Libya,Tunisia,"Arab, Tunisian",1,aeb,Tunisian Arabic - (aeb),Islam - Sunni,,,," 204,000 ", Yes ,Yes,Yes,No,Yes,No,No,No,3,Medium,Not Free,High,Low,Level 4: Do not travel,A001,C0017,110285,"Arab, Tunisian",LBY,LY,TS,32.8776,13.1603,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
12207,Arab World,"Arab, Maghreb",Africa,Northern Africa,Tunisia,Algeria,"Arab, Algerian",1,arq,Algerian Arabic - (arq),Islam - Sunni,,,," 288,000 ", Yes ,Yes,Yes,Yes,Yes,No,Yes,No,5,Medium,Free,Very High,Low,Level 2: Exercise increased caution,A001,C0017,100226,"Arab, Algerian",TUN,TS,AG,36.835,10.1063,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
47223,Arab World,"Arab, Maghreb",Americas,Northern America,United States,Tunisia,"Arab, Tunisian",1,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,," 136,000 ", Yes ,Yes,Yes,No,Yes,No,Yes,No,4,Little,Free,Moderate,Moderate,Caution,A001,C0017,110285,"Arab, Tunisian",USA,US,TS,42.3302,-83.173243,Yes,11/1/19,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11332,Arab World,"Arab, Shuwa",Africa,Middle Africa,Chad,,"Arab, Chadian",2,shu,Chadian Arabic - (shu),Islam - Sunni,Yes,1,Agro-Pastoralists," 1,785,000 ", No ,Yes,Yes,No,Yes,Yes,Yes,No,5,Extreme,Not Free,High,Moderate,Level 3: Reconsider travel,A001,C0018,108972,"Baggara, Shuwa Arab",TCD,CD,,12.125852,15.086509,Yes,11/1/18,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42848,Arab World,"Arab, Shuwa",Africa,Northern Africa,Sudan,Chad,Shuweihat,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 128,000 ", Yes ,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0018,108972,"Baggara, Shuwa Arab",SDN,SU,CD,12.156282,27.331555,Yes,2/1/13,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11512,Arab World,"Arab, Sudan",Africa,Northern Africa,Egypt,Sudan,"Arab, Sudanese",1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 5,855,000 ", Yes ,Yes,Yes,No,Yes,Yes,Yes,No,5,Medium,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0019,109571,"Arab, Sudanese",EGY,EG,SU,30.0278,31.2379,Yes,12/1/19,No Longer Engaged,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11847,Arab World,"Arab, Sudan",Africa,Northern Africa,Libya,Sudan,"Arab, Sudanese",1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 245,000 ", Yes ,Yes,Yes,No,Yes,Yes,Yes,No,5,Medium,Not Free,High,Low,Level 4: Do not travel,A001,C0019,109571,"Arab, Sudanese",LBY,LY,SU,32.8633,13.1297,No,10/1/04,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
11936,Arab World,"Arab, Sudan",Asia,Western Asia,Saudi Arabia,Sudan,"Arab, Sudanese",1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 478,000 ", Yes ,Yes,Yes,No,Yes,Yes,Yes,No,5,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0019,109571,"Arab, Sudanese",SAU,SA,SU,21.597064,39.213492,Yes,10/1/08,Newly Unreached,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached
42805,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Batahin,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 322,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,101121,Batahin,SDN,SU,,17.112,33.7414,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42806,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Bederia,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 1,215,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,101188,Bederia,SDN,SU,,13.1884,30.2425,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42813,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Dar Hamid,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 972,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,102447,Dar Hamid,SDN,SU,,14.555791,29.770572,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42816,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Dubasiyin,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 134,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,102740,Dubasiyin,SDN,SU,,14.937186,23.737246,Yes,11/1/19,"Population Increased to 100,000",Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42691,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Fezara,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 427,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,103012,Fezara,SDN,SU,,15.399081,31.289023,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
12042,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Gaaliin,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 4,085,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,103097,Gaaliin,SDN,SU,,14.391871,33.521462,Yes,12/1/19,No Longer Engaged,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
42693,Arab World,"Arab, Sudan",Africa,Northern Africa,Sudan,,Gawamaa,1,apd,Sudanese Arabic - (apd),Islam - Sunni,,,," 1,280,000 ",,Yes,Yes,Yes,Yes,Yes,Yes,No,6,Strenuous,Not Free,High,High,Level 3: Reconsider travel,A001,C0019,103255,Gawamaa,SDN,SU,,14.139107,25.541013,No,10/1/04,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached
