16310,Arab World,"Arab, Arabian",Americas,Caribbean,Dominica,Without Homeland,"Arab, Syro-Lebanese",1,No,50,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Low,Level 3: Reconsider travel,A001,C0013,100425,Arab,DMA,DO,,15.307,-61.387,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
17480,Arab World,"Arab, Arabian",Americas,South America,Ecuador,Without Homeland,"Arab, Syro-Lebanese",1,No,"2,700",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,ECU,EC,,-2.203411,-79.921002,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11545,Arab World,"Arab, Arabian",Africa,Eastern Africa,Ethiopia,Without Homeland,Arab,1,No,"12,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Extreme,Not Free,Moderate,High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,ETH,ET,,9.0081,38.7093,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
13266,Arab World,"Arab, Arabian",Africa,Western Africa,Ghana,Without Homeland,Arab,1,No,"3,200",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,GHA,GH,,5.599462,-0.232694,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
41734,Arab World,"Arab, Arabian",Asia,Southern Asia,India,Without Homeland,Arab,1,No,"24,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A001,C0013,100425,Arab,IND,IN,,12.911715,75.075587,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
16383,Arab World,"Arab, Arabian",Americas,Caribbean,Jamaica,Without Homeland,Arab,1,No,"1,800",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Low,Level 2: Exercise increased caution,A001,C0013,100425,Arab,JAM,JM,,18.016473,-76.804901,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42751,Arab World,"Arab, Arabian",Asia,Western Asia,Jordan,Saudi Arabia,"Arab, Saudi",1,No,"32,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Medium,Partly Free,High,High,Level 2: Exercise increased caution,A001,C0013,108748,"Arab, Saudi - Hijazi",JOR,JO,SA,31.9537,35.9433,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42756,Arab World,"Arab, Arabian",Asia,Western Asia,Kuwait,Oman,"Arab, Omani",1,No,"21,500",Yes,acx,Omani Arabic - (acx),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",KWT,KU,MU,29.3809,47.9871,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
18465,Arab World,"Arab, Arabian",Asia,South-Eastern Asia,Malaysia,Without Homeland,Arab,1,No,"16,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,MYS,MY,,3.15968,101.735264,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42248,Arab World,"Arab, Arabian",Asia,Southern Asia,Maldives,Without Homeland,Arab,1,No,700,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Very High,Moderate,Level 2: Exercise increased caution,A001,C0013,100425,Arab,MDV,MV,,4.176394,73.505165,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
374,Arab World,"Arab, Arabian",Europe,Southern Europe,Malta,Without Homeland,Arab,1,No,"9,200",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Free,Low,Low,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,MLT,MT,,35.873651,14.512245,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11871,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Bahrain,"Arab, Bahraini",1,No,"19,000",Yes,abv,Baharna Arabic - (abv),Islam - Shia,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100772,"Arab, Bahraini, Shia",OMN,MU,BA,24.34,56.74,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSH,Yes,Islam
11873,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,"Arabic, Shihhi Spoken",1,No,"18,000",No,ssh,Shihhi Arabic - (ssh),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108942,Shihuh,OMN,MU,,25.90542,56.21943,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,No,Islam
11874,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,Batahira,0,No,200,,bhm,Bathari - (bhm),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,101122,Batahira,OMN,MU,,17.940019,54.805092,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,NULL,Islam
11878,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,,Harsusi,0,No,600,,hss,Harsusi - (hss),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,103714,Harasi,OMN,MU,,19.6511,56.15619,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,NULL,Islam
11879,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Yemen,Hobyot,0,No,200,Yes,hoh,Hobyót - (hoh),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,103851,Hobyot,OMN,MU,YM,17.420062,52.962565,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,Yes,Islam
11880,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,Saudi Arabia,Jibbali,0,No,"45,500",Yes,shv,Shehri - (shv),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108895,Jibbali,OMN,MU,SA,17.29154,53.99526,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,Yes,Islam
11890,Arab World,"Arab, Arabian",Asia,Western Asia,Oman,United Arab Emirates,Omani Bedouin,1,No,"816,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",OMN,MU,AE,23.6683,58.1943,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
6321,Arab World,"Arab, Arabian",Asia,Southern Asia,Pakistan,Without Homeland,Arab,1,No,"228,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Strenuous,Partly Free,High,Very High,Level 3: Reconsider travel,A001,C0013,100425,Arab,PAK,PK,,24.909655,67.06246,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11905,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,Kuwait,"Arab, Qatari",1,No,"398,000",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100427,"Arab, Gulf",QAT,QA,KU,25.312348,51.403912,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11906,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,Saudi Arabia,"Arab, Saudi",1,No,"57,500",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",QAT,QA,SA,25.252903,51.428416,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42791,Arab World,"Arab, Arabian",Asia,Western Asia,Qatar,,Arabized African,1,No,"49,500",,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Low,Not Free,High,Low,Level 1: Exercise normal precautions,A001,C0013,100433,Arabized Black,QAT,QA,,25.303898,51.476344,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,MSN,No,Islam
11931,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Oman,"Arab, Omani",1,No,"144,000",Yes,acx,Omani Arabic - (acx),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,100431,"Arab, Omani",SAU,SA,MU,24.6546,46.7933,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42798,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,Yemen,Mahra,1,No,"43,000",Yes,gdq,Mehri - (gdq),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,106046,Mahra,SAU,SA,YM,17.488214,47.108335,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42800,Arab World,"Arab, Arabian",Asia,Western Asia,Saudi Arabia,,Shahara,0,No,"45,500",No,shv,Shehri - (shv),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Low,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0013,108895,Jibbali,SAU,SA,,24.601318,46.687965,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,No,Islam
580,Arab World,"Arab, Arabian",Europe,Western Europe,Switzerland,Without Homeland,Arab,1,No,"72,500",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0013,100425,Arab,CHE,SZ,,47.454513,8.562528,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
12245,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,"Arab, Omani",1,No,"339,000",Yes,acx,Omani Arabic - (acx),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,100431,"Arab, Omani",ARE,AE,MU,24.179657,55.673898,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42888,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Saudi Arabia,"Arab, Saudi",1,No,"154,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108748,"Arab, Saudi - Hijazi",ARE,AE,SA,25.219,55.387,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
12251,Arab World,"Arab, Arabian",Asia,Western Asia,United Arab Emirates,Oman,Shihuh,1,No,"20,500",Yes,ssh,Shihhi Arabic - (ssh),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Low,Not Free,Moderate,Low,Level 1: Exercise normal precautions,A001,C0013,108942,Shihuh,ARE,AE,MU,25.97262,56.12282,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,Yes,Islam
47300,Arab World,"Arab, Arabian",Americas,Northern America,United States,United Arab Emirates,"Arab, Gulf",1,No,"45,500",Yes,afb,Gulf Arabic - (afb),Islam - Sunni,,,,Yes,Yes,No,Yes,No,No,No,3,Little,Free,Moderate,Moderate,Caution,A001,C0013,100427,"Arab, Gulf",USA,US,AE,34.09245,-118.316142,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
43615,Arab World,"Arab, Arabian",Americas,Northern America,United States,Saudi Arabia,"Arab, Saudi",1,No,"28,000",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Little,Free,Moderate,Moderate,Caution,A001,C0013,108748,"Arab, Saudi - Hijazi",USA,US,SA,42.254988,-83.191774,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
12271,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,United Arab Emirates,"Arab, Gulf",1,No,"12,500",Yes,acw,Hijazi Arabic - (acw),Islam - Sunni,,,,Yes,No,No,Yes,No,No,No,2,Extreme,Not Free,Very High,Very High,Level 4: Do not travel,A001,C0013,100427,"Arab, Gulf",YEM,YM,AE,17.83421,49.72883,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
12278,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Hobyot,0,No,400,No,hoh,Hobyót - (hoh),Islam - Sunni,,,,No,No,No,No,No,No,No,0,Extreme,Not Free,Very High,Very High,Level 4: Do not travel,A001,C0013,103851,Hobyot,YEM,YM,,17.174614,52.702407,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,No,Islam
12282,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Mahra,1,No,"56,000",No,gdq,Mehri - (gdq),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Extreme,Not Free,Very High,Very High,Level 4: Do not travel,A001,C0013,106046,Mahra,YEM,YM,,16.215052,52.187605,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,No,Islam
12291,Arab World,"Arab, Arabian",Asia,Western Asia,Yemen,,Socotran,1,No,"75,500",,sqt,Soqotri - (sqt),Islam - Sunni,,,,Yes,No,No,No,No,No,No,1,Extreme,Not Free,Very High,Very High,Level 4: Do not travel,A001,C0013,109372,Socotran,YEM,YM,,12.48924,53.91675,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,MSN,NULL,Islam
47457,Arab World,"Arab, Hassaniya",Americas,Northern America,Canada,Mauritania,Mauritanian,1,No,"1,100",Yes,mey,Hassaniyya - (mey),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,No,4,Little,Free,Low,Low,Level 1: Exercise normal precautions,A001,C0014,106417,Moor,CAN,CA,MR,45.495,-73.6195,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
13560,Arab World,"Arab, Hassaniya",Africa,Western Africa,Mali,Mauritania,Moor,1,No,"143,000",Yes,mey,Hassaniyya - (mey),Islam - Folk Islam,Yes,1,Agro-Pastoralists,Yes,Yes,Yes,Yes,No,Yes,No,5,Extreme,Partly Free,Low,Low,Level 4: Do not travel,A001,C0014,106417,Moor,MLI,ML,MR,15.381,-11.475,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MOF,Yes,Islam
42784,Arab World,"Arab, Hassaniya",Africa,Northern Africa,Morocco,Mauritania,White Moor,1,No,"3,055,000",Yes,mey,Hassaniyya - (mey),Islam - Sunni,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,Yes,No,4,Strenuous,Partly Free,High,Low,Level 1: Exercise normal precautions,A001,C0014,106417,Moor,MAR,MO,MR,29.6994,-9.7372,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
13605,Arab World,"Arab, Hassaniya",Africa,Western Africa,Niger,Mauritania,Moor,1,No,"412,000",Yes,mey,Hassaniyya - (mey),Islam - Folk Islam,Yes,1,Agro-Pastoralists,Yes,Yes,No,Yes,No,Yes,No,4,Extreme,Partly Free,Moderate,Low,Level 3: Reconsider travel,A001,C0014,106417,Moor,NER,NG,MR,15.9022,5.8029,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MOF,Yes,Islam
47280,Arab World,"Arab, Hassaniya",Americas,Northern America,United States,Mauritania,Mauritanian,1,No,"1,200",Yes,mey,Hassaniyya - (mey),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,No,4,Little,Free,Moderate,Moderate,Caution,A001,C0014,106417,Moor,USA,US,MR,42.337648,-71.072716,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11264,Arab World,"Arab, Levant",Africa,Northern Africa,Algeria,Iraq,"Arab, Iraqi",1,No,"7,900",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,Yes,Yes,Yes,No,No,5,Medium,Not Free,Very High,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",DZA,AG,IZ,36.7527,3.2106,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42374,Arab World,"Arab, Levant",Europe,Western Europe,Belgium,Iraq,Iraqi,1,No,"3,900",Yes,acm,Mesopotamian Arabic - (acm),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,Yes,No,5,Little,Free,Moderate,Moderate,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",BEL,BE,IZ,50.853378,4.353942,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
16213,Arab World,"Arab, Levant",Americas,Caribbean,British Virgin Islands,Turkey,"Arab, Syro-Lebanese",1,No,60,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Moderate,High,Level 3: Reconsider travel,A001,C0015,109667,"Arab, Levantine",VGB,VI,TU,18.429935,-64.619626,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
12980,Arab World,"Arab, Levant",Africa,Middle Africa,Congo (Brazzaville),Lebanon,"Arab, Lebanese",1,No,"1,100",Yes,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,Yes,No,3,Strenuous,Not Free,Low,Low,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",COG,CF,LE,-4.265835,15.25975,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
16402,Arab World,"Arab, Levant",Americas,Caribbean,Curaçao,Turkey,"Arab, Levantine",1,No,325,Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Moderate,Level 1: Exercise normal precautions,A001,C0015,109667,"Arab, Levantine",CUW,UC,TU,12.143255,-68.915309,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11471,Arab World,"Arab, Levant",Asia,Western Asia,Cyprus,,"Arabic, Cypriot",2,No,"10,500",,acy,Cypriot Arabic - (acy),Christianity - Roman Catholic,,,,Yes,No,No,No,No,No,No,1,Low,Free,Moderate,High,Level 1: Exercise normal precautions,A001,C0015,102343,"Cypriot, Arab",CYP,CY,,35.337437,33.012946,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
16312,Arab World,"Arab, Levant",Americas,Caribbean,Dominican Republic,Lebanon,Lebanese,1,No,"3,000",Yes,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,Yes,No,3,Medium,Partly Free,Low,Low,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",DOM,DR,LE,18.483713,-69.927916,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11511,Arab World,"Arab, Levant",Africa,Northern Africa,Egypt,Turkey,"Arab, Levantine",1,No,"201,000",Yes,arb,Standard Arabic - (arb),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,109667,"Arab, Levantine",EGY,EG,TU,29.9964,31.2621,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11503,Arab World,"Arab, Levant",Africa,Northern Africa,Egypt,West Bank,"Arab, Palestinian",1,No,"79,500",Yes,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,Yes,No,3,Medium,Not Free,Very High,Very High,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",EGY,EG,WE,30.129,31.3999,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
42706,Arab World,"Arab, Levant",Africa,Eastern Africa,Eritrea,West Bank,"Arab, Palestinian",1,No,"20,000",Yes,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,No,4,Extreme,Not Free,Very High,Low,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",ERI,ER,WE,15.333751,38.932292,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,Yes,Islam
11667,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Iraqi",1,No,"6,500",,acm,Mesopotamian Arabic - (acm),Islam - Sunni,,,,Yes,Yes,No,Yes,Yes,Yes,No,5,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,104056,"Arab, Iraqi",FRA,FR,,48.791679,2.358407,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,NULL,Islam
11672,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Lebanese",1,No,"52,500",,apc,North Levantine Arabic - (apc),Islam - Sunni,,,,Yes,No,No,Yes,No,Yes,No,3,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,105688,"Arab, Lebanese",FRA,FR,,48.848431,2.268764,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,NULL,Islam
11676,Arab World,"Arab, Levant",Europe,Western Europe,France,,"Arab, Palestinian",1,No,"1,100",,ajp,South Levantine Arabic - (ajp),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,No,4,Little,Free,Moderate,High,Level 2: Exercise increased caution,A001,C0015,107785,"Arab, Palestinian",FRA,FR,,48.924162,2.209947,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,MSN,NULL,Islam
